"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31037260710000","Genesee","Le Roy Central School","26071","00","00","GD","Uhley Corners-Caledonia","AC","Fee 5","Le Roy","Medina","12","7","0","0","2010"
"31009247230000","Cattaraugus","Pennhills Resources, LLC","24723","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 4 #142","Allegany","Upper Devonian","12","602","577","260","2010"
"31003226650000","Allegany","PPP Future Development Inc.","22665","00","00","OD","Fulmer Valley","AC","Lot 47 2a","Andover","Penny & Fulmer Valley","12","366","0","157","2010"
"31029170400000","Erie","Stedman Energy, Inc.","17040","00","00","GD","Brant-Eden","AC","Agle 1","Eden","Medina","12","6812","0","0","2010"
"31101228780000","Steuben","Yahn & Yahn, Inc.","22878","00","00","OD","Beech Hill-Independence","AC","Edlind 10","West Union","Fulmer Valley","12","1142","40","184","2010"
"31029190090000","Erie","Stedman Energy, Inc.","19009","00","00","GD","Brant-Eden","AC","Bower 3","Eden","Grimsby","12","563","0","0","2010"
"31037159920000","Genesee","Le Roy Central School","15992","00","00","GD","Uhley Corners-Caledonia","AC","Fee 2","Le Roy","Medina","12","205","18","0","2010"
"31003608600000","Allegany","Plants and Goodwin, Inc.","60860","00","00","OD","Richburg","PA","Green 229","Bolivar","Richburg","12","0","3","4","2010"
"31009259090001","Cattaraugus","Pennhills Resources, LLC","25909","00","01","OD","Bradford","AC","Young 66","Olean","Upper Devonian","1","115","74","26","2010"
"31011204560000","Cayuga","Minard Run Oil Company","20456","00","00","GD","West Auburn","AC","Patterson E 1 (644-3)","Aurelius","Queenston","12","3334","0","0","2010"
"31009050240000","Cattaraugus","Copper Ridge Oil, Inc.","05024","00","00","OD","Five Mile","PA","Weis 19","Olean","Bradford","0","0","0","0","2010"
"31009254960000","Cattaraugus","Copper Ridge Oil, Inc.","25496","00","00","OD","Five Mile","AC","Py 52","Olean","Upper Devonian","12","","30","620","2010"
"31009665320000","Cattaraugus","W. A. Boser Oil","66532","00","00","OD","Chipmunk","AC","Maloney 4","Allegany","Chipmunk","12","","41","38","2010"
"31029184630000","Erie","Cotton Well Drilling Company, Inc.","18463","00","00","GD","Brant-Eden","AC","Pepper 2","Eden","Medina","3","13","0","","2010"
"31013110510000","Chautauqua","Empire Energy E & P, LLC","11051","00","00","GD","Lakeshore","AC","Wahl 1186","Portland","Medina","12","679","0","","2010"
"31013187180000","Chautauqua","PPP Future Development Inc.","18718","00","00","GD","Lakeshore","AC","Miktuk, J. 1-Ny-4020","Poland","Medina","12","1817","0","0","2010"
"31013223110000","Chautauqua","Greenridge Oil Company LLC","22311","00","00","GD","Lakeshore","AC","Christoff, A 7316","Jamestown","Medina","12","2406","0","0","2010"
"31003635850000","Allegany","J and R Oil Company","63585","00","00","OD","Scio","IN","Harris - 02","Ward","Scio","0","0","0","0","2010"
"31003663290000","Allegany","Betsy Bug LTD","66329","00","00","OD","Richburg","PA","Bucher 17","Bolivar","Richburg","12","","100","10","2010"
"31013224560000","Chautauqua","Greenridge Oil Company LLC","22456","00","00","GD","Lakeshore","AC","Restivo, A 1","Hanover","Medina","12","783","0","0","2010"
"31121143780000","Wyoming","PPP Future Development Inc.","14378","00","00","GD","Silver Lake","AC","Herman, F 1","Perry","Medina","12","3663","0","0","2010"
"31037116240000","Genesee","Alden Aurora Gas Company, Inc.","11624","00","00","GD","Alden-Lancaster","AC","Bososki 1","Darien","Medina","12","685","0","0","2010"
"31009275180000","Cattaraugus","McCracken Oil & Gas, LLC","27518","00","00","OD","Bradford","PA","Rosa O'Brien West 8","Carrollton","Bradford 2nd & 3rd","9","897","100","751","2010"
"31013112050000","Chautauqua","Empire Energy E & P, LLC","11205","00","00","GD","Lakeshore","AC","Mikula 152","Stockton","Medina","0","0","0","","2010"
"31013169430000","Chautauqua","Cotton Well Drilling Company, Inc.","16943","00","00","GD","Lakeshore","AC","Curtis 2","Villenova","Medina","12","1156","0","","2010"
"31009677590000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67759","00","00","OD","Four Mile","IN","Oak Hill 3","Allegany","Bradford Third","0","","0","0","2010"
"31013181770000","Chautauqua","PPP Future Development Inc.","18177","00","00","GD","Lakeshore","AC","Arrance 1","Ellington","Medina","12","486","0","","2010"
"31013191600000","Chautauqua","PPP Future Development Inc.","19160","00","00","GD","Lakeshore","AC","L. Rice 1","Ellington","Medina","12","1924","0","","2010"
"31011205200000","Cayuga","Minard Run Oil Company","20520","00","00","GD","West Auburn","SI","Edmunds 815-1","Fleming","Queenston","12","1825","0","0","2010"
"31013226010000","Chautauqua","Curtis & Son Oil, Inc.","22601","00","00","OD","Busti","AC","Crandall, L 39","Busti","Glade","1","","0","4","2010"
"31011204680000","Cayuga","Minard Run Oil Company","20468","00","00","GD","West Auburn","AC","Downing 661-2","Springport","Queenston","12","3068","0","0","2010"
"31013091900000","Chautauqua","Decker, James K. & Tiffany J.","09190","00","00","OD","Busti","AC","Clair W Potter","Busti","Glade","12","","0","2","2010"
"31009108510000","Cattaraugus","Little, Jay R.","10851","00","00","OD","Chipmunk","AC","Pfouts II  15","Carrollton","Chipmunk","10","0","0","40","2010"
"31017239660001","Chenango","Minard Run Oil Company","23966","00","01","GE","Beaver Meadow - Herkimer pool","AC","Diehl 2-464","Smyrna","Herkimer","12","20180","193","","2010"
"31013111810000","Chautauqua","Empire Energy E & P, LLC","11181","00","00","GD","Lakeshore","AC","Beardsley J 134","Stockton","Medina","12","467","0","0","2010"
"31009126650000","Cattaraugus","SWEPI LP","12665","00","00","OD","Bradford","PA","Enterprise Transit St 127","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","0","90","2010"
"31009179730000","Cattaraugus","Empire Energy E & P, LLC","17973","00","00","GD","Lakeshore","AC","Kurek, E 4","Conewango","Medina","0","0","0","","2010"
"31009152260000","Cattaraugus","Copper Ridge Oil, Inc.","15226","00","00","OD","Five Mile","AC","Py 2","Olean","Chipmunk & Bradford 3rd","10","","5","80","2010"
"31009606410000","Cattaraugus","Case Brothers Inc.","60641","00","00","OD","Bradford","AC","Wahl 8","Carrollton","Bradford","12","0","4","10","2010"
"31003555310000","Allegany","Ashe Oil Company","55531","00","00","IW","Richburg","IN","Central 051","Scio","Richburg","0","0","0","0","2010"
"31003605480000","Allegany","Simon of Bolivar Enterprises, Inc.","60548","00","00","OD","Richburg","AC","Bliss OL 16","Genesee","Richburg","0","0","0","0","2010"
"31009609800000","Cattaraugus","McCracken Oil & Gas, LLC","60980","00","00","IW","Chipmunk","PA","B/R 7b-Inj","Allegany","Bradford & Chipmunk","0","0","0","0","2010"
"31003626990000","Allegany","Hunt Oil Co.","62699","00","00","IW","Richburg","IN","Bellamy Farm 2w","Alma","Richburg","0","0","0","0","2010"
"31009249880000","Cattaraugus","Case Brothers Inc.","24988","00","00","OD","Bradford","AC","Rumsey 3A","Allegany","Chipmunk, Bradford 2nd & 3rd","12","169","100","796","2010"
"31009219670000","Cattaraugus","Empire Energy E & P, LLC","21967","00","00","GD","Lakeshore","AC","Miller, E 3","Leon","Medina","12","613","0","","2010"
"31013218470000","Chautauqua","Fuel Gas Technology, Inc","21847","00","00","GD","Lakeshore","AC","Herbert 1","Westfield","Medina","12","902","0","0","2010"
"31003655730000","Allegany","Clark, Ernest E. and Richard C.","65573","00","00","IW","Ford's Brook","IN","Hunt 07","Alma","Richburg","0","0","0","0","2010"
"31013095150000","Chautauqua","Decker, James K. & Tiffany J.","09515","00","00","OD","Busti","AC","Tellinghuisen 7","Busti","Glade","12","","0","5","2010"
"31009147860000","Cattaraugus","Alma Gas Company, Inc.","14786","00","00","OD","Olean","AC","Ahrens 1","Olean","Bradford & Chipmunk","12","199","0","0","2010"
"31009235880000","Cattaraugus","Pennhills Resources, LLC","23588","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-1","Allegany","Bradford & Chipmunk","12","602","578","260","2010"
"31013126760000","Chautauqua","Empire Energy E & P, LLC","12676","00","00","GD","Lakeshore","AC","Wilkosz 1459","Westfield","Medina","12","999","0","","2010"
"31029143360000","Erie","Fronczek, John & Diane","14336","00","00","GD","Cowlesville","AC","Kurke 2-1441","Marilla","Grimsby","0","0","0","0","2010"
"31003176980000","Allegany","Schiralli, Bradley L.","17698","00","00","OD","Richburg","AC","Progressive-Cawley 1","Bolivar","Richburg","12","","6","4","2010"
"31029017060000","Erie","Iroquois Gas Corp.","01706","00","00","GD","Wales","PA","E. R. Foss 1","Wales","Medina","0","0","0","0","2010"
"31013219590000","Chautauqua","Empire Energy E & P, LLC","21959","00","00","GD","Lakeshore","AC","Caflisch 7050","Clymer","Medina","12","5326","100","0","2010"
"31029201590000","Erie","McNamara, Joseph G.","20159","00","00","GD","Orchard Park-Hamburg","IN","McNamara 1","Hamburg","Medina","0","0","0","0","2010"
"31003664530000","Allegany","O'Connor, James M.","66453","00","00","OD","Richburg","IN","Oconner 5","Genesee","Richburg","0","0","0","0","2010"
"31015261960000","Chemung","Forexco, Inc.","26196","00","00","GW","Horseheads","IN","The Center at Horseheads 1","Horseheads","Black River","8","1324941","0","0","2010"
"31037213180000","Genesee","United States Gypsum Company","21318","00","00","GD","Huron Creek","AC","Muntz, F. 1","Pembroke","Medina","12","212","20","0","2010"
"31013145450000","Chautauqua","Empire Energy E & P, LLC","14545","00","00","GD","Lakeshore","AC","Beck 569","Chautauqua","Medina","12","395","40","","2010"
"31013155570000","Chautauqua","Empire Energy E & P, LLC","15557","00","00","GD","Lakeshore","AC","Durst,W 1","Chautauqua","Medina","10","948","0","","2010"
"31009665370000","Cattaraugus","W. A. Boser Oil","66537","00","00","OD","Chipmunk","AC","Maloney 9","Allegany","Chipmunk","12","","41","38","2010"
"31099228630000","Seneca","Minard Run Oil Company","22863","00","00","GD","Fayette-Waterloo","AC","Saints 624310","Fayette","Queenston","12","4614","44","0","2010"
"31013127020000","Chautauqua","PPP Future Development Inc.","12702","00","00","GD","Lakeshore","AC","Dach 1","Dunkirk","Medina","12","792","0","","2010"
"31009114380000","Cattaraugus","Case Brothers Inc.","11438","00","00","OD","Chipmunk","PA","Oneill 1","Carrollton","Chipmunk","0","0","0","0","2010"
"31013148310000","Chautauqua","Empire Energy E & P, LLC","14831","00","00","GD","Lakeshore","AC","Rolph 1","Westfield","Medina","12","1231","0","","2010"
"31121182020000","Wyoming","United States Gypsum Company","18202","00","00","GD","Sheldon","AC","Brigzna 1","Sheldon","Medina","10","276","30","0","2010"
"31013094630000","Chautauqua","Curtis & Son Oil, Inc.","09463","00","00","OD","Busti","AC","Hanson 10","Busti","Glade","1","","0","6","2010"
"31013141530000","Chautauqua","Empire Energy E & P, LLC","14153","00","00","GD","Lakeshore","AC","Johnson, R 2","Busti","Medina","8","393","0","","2010"
"31013152840000","Chautauqua","PPP Future Development Inc.","15284","00","00","GD","Lakeshore","IN","Stratton NY 79","Harmony","Medina","12","0","0","","2010"
"31009199220000","Cattaraugus","Case Brothers Inc.","19922","00","00","OD","Chipmunk","AC","Case Lease 1","Carrollton","Chipmunk, Bradford 1st & 2nd","12","","1","16","2010"
"31013088660000","Chautauqua","Curtis & Son Oil, Inc.","08866","00","00","OD","Busti","AC","L. Crandall 14","Busti","Glade","1","","0","4","2010"
"31013121020000","Chautauqua","Empire Energy E & P, LLC","12102","00","00","GD","Lakeshore","AC","Wick 1317","Hanover","Medina","12","1163","0","","2010"
"31013163850000","Chautauqua","Schmitz, Michael E.","16385","00","00","GD","Lakeshore","AC","Crump 1","Sherman","Medina","12","225","0","0","2010"
"31003679260000","Allegany","Sturdevant, Walter B.","67926","00","00","OD","Richburg","UL","J&R Oil Lot 8 63","Bolivar","Richburg","0","0","0","0","2010"
"31003648850000","Allegany","Jackson, Michael, Jackson Cheryl, Wallace, Thomas","64885","00","00","OD","Fulmer Valley","AC","Gleason Well 2","Andover","Fulmer Valley","12","","0","10","2010"
"31013176260000","Chautauqua","PPP Future Development Inc.","17626","00","00","GD","Lakeshore","AC","Clark, A 1","Ellicott","Medina","9","2690","0","0","2010"
"31003224890000","Allegany","PPP Future Development Inc.","22489","00","00","OD","Fulmer Valley","AC","Dean, H 69-1","Andover","Fulmer Valley","12","352","1","63","2010"
"31003697880000","Allegany","Hogan Energy, Inc.","69788","00","00","IW","Clarksville","PA","Burger 26","Clarksville","Clarksville","0","0","0","0","2010"
"31009243030000","Cattaraugus","Dallas Energy, LLC","24303","00","00","OD","Chipmunk","AC","Johnson 14","Carrollton","Chipmunk & Bradford 3rd","12","600","0","246","2010"
"31037195280000","Genesee","Lenape Resources LLC","19528","00","00","GD","Bethany","IN","D&D Farms 1","Bethany","Medina","12","202","20","0","2010"
"31003660020000","Allegany","Collins, Dave","66002","00","00","IW","Richburg","IN","Emerson 10","Scio","Richburg","0","0","0","0","2010"
"31099195850000","Seneca","Seitz Farms, Inc.","19585","00","00","GW","Whiskey Hill","AC","Seitz Farms 1","Junius","Queenston","0","0","0","0","2010"
"31009255360000","Cattaraugus","Case Brothers Inc.","25536","00","00","OD","Bradford","AC","Knapp 18","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","947","45","261","2010"
"31067238610000","Onondaga","Minard Run Oil Company","23861","00","00","GW","New Field Wildcat","SI","Byrne 1 (626063)","Marcellus","Queenston","0","0","0","0","2010"
"31003608770000","Allegany","Plants and Goodwin, Inc.","60877","00","00","OD","Richburg","PA","Green 249","Bolivar","Richburg","12","0","3","4","2010"
"31037128930000","Genesee","United States Gypsum Company","12893","00","00","GD","Huron Creek","AC","Herrington 1","Darien","Medina","12","264","0","0","2010"
"31029223680000","Erie","Empire Energy E & P, LLC","22368","00","00","GD","Elma","AC","Gautheir, J 1","Elma","Grimsby","12","120","0","0","2010"
"31003276950000","Allegany","PPP Future Development Inc.","27695","00","00","OD","Fulmer Valley","AC","Lot 103 3A","Wellsville","Upper Devonian","0","0","0","0","2010"
"31029557800000","Erie","The Woods Parcel, LLC","55780","00","00","GD","Lakeshore","AC","Woods Parcel 1","Evans","Medina","12","200","0","0","2010"
"31009121820002","Cattaraugus","SWEPI LP","12182","00","02","IW","Bradford","PA","Enterprise Transit St 116B","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","1062","0","2010"
"31013198450000","Chautauqua","K. Petroleum, Inc.","19845","00","00","GD","Lakeshore","IN","Milliman/Seawall 296","Ellery","Medina","12","8335","0","","2010"
"31013241280001","Chautauqua","Empire Energy E & P, LLC","24128","00","01","GD","Lakeshore","AC","King H 2A","Clymer","Medina","12","2351","230","","2010"
"31009142120000","Cattaraugus","Frank H. Stephan Oil Group","14212","00","00","OD","Bradford","PA","229 Geiger","Allegany","Bradford","12","","3","9","2010"
"31009252030000","Cattaraugus","Vertical Energy, Inc.","25203","00","00","OD","Olean","AC","Willoughby 11","Olean","Chipmunk, Bradford 2nd & 3rd","12","","49","81","2010"
"31009622270000","Cattaraugus","M. J. McCaffery Oil Co.","62227","00","00","OD","Chipmunk","PA","Roggenbaum 18","Carrollton","Chipmunk","1","","0","1","2010"
"31013050510000","Chautauqua","Curtis & Son Oil, Inc.","05051","00","00","OD","Busti","PA","Blodgett 1","Busti","Glade","1","","0","8","2010"
"31003699000000","Allegany","Ashe Oil Company","69900","00","00","OD","Richburg","PA","Central 74","Scio","Richburg","1","","0","7","2010"
"31009646580000","Cattaraugus","Kellner, Christian F.","64658","00","00","OD","Bradford","IN","Utter Purchase 26","Allegany","Bradford","11","0","1","6","2010"
"31107238800000","Tioga","Talisman Energy USA Inc.","23880","00","00","GW","Not Applicable","PA","Janiak 1","Spencer","Not Applicable","0","0","0","0","2010"
"31013136740000","Chautauqua","Decker, James K. & Tiffany J.","13674","00","00","OD","Busti","AC","Boswell 11","Busti","Glade","12","","0","5","2010"
"31029244520000","Erie","PPP Future Development Inc.","24452","00","00","GD","North Collins","AC","Timmel 1","Collins","Medina","12","31363","0","0","2010"
"31009139290000","Cattaraugus","Case Brothers Inc.","13929","00","00","OD","Bradford","AC","Moyer 06","Carrollton","Chipmunk","12","","2","17","2010"
"31009203690000","Cattaraugus","PPP Future Development Inc.","20369","00","00","GD","Lakeshore","AC","Ross 1","Perrysburg","Medina","12","5718","30","0","2010"
"31101230940000","Steuben","Nathan Petroleum Corporation","23094","00","00","OD","Beech Hill-Independence","AC","Edwards II 33","West Union","Fulmer Valley","12","643","3","105","2010"
